"","lon","lat"
"51222",-73.9066439922251,40.6660714879552
"51451",-73.9066439922251,40.6660714879552
"51453",-73.9066439922251,40.6660714879552
"51494",-73.9066439922251,40.6660714879552
"51701",-73.9066439922251,40.6660714879552
"51894",-73.9066439922251,40.6660714879552
"52531",-73.9066439922251,40.6660714879552
"53109",-73.9066439922251,40.6660714879552
"53197",-73.9066439922251,40.6660714879552
"53198",-73.9066439922251,40.6660714879552
"53199",-73.9066439922251,40.6660714879552
"53200",-73.9066439922251,40.6660714879552
"53201",-73.9066439922251,40.6660714879552
"53202",-73.9066439922251,40.6660714879552
"53204",-73.9066439922251,40.6660714879552
"53205",-73.9066439922251,40.6660714879552
"53206",-73.9066439922251,40.6660714879552
"53207",-73.9066439922251,40.6660714879552
"53208",-73.9066439922251,40.6660714879552
"53678",-73.9066439922251,40.6660714879552
"53770",-73.9066439922251,40.6660714879552
"54461",-73.9066439922251,40.6660714879552
"54462",-73.9066439922251,40.6660714879552
"54488",-73.9066439922251,40.6660714879552
"55077",-73.9066439922251,40.6660714879552
"55240",-73.9066439922251,40.6660714879552
"55261",-73.9066439922251,40.6660714879552
"55263",-73.9066439922251,40.6660714879552
"55264",-73.9066439922251,40.6660714879552
"55265",-73.9066439922251,40.6660714879552
"55266",-73.9066439922251,40.6660714879552
"55268",-73.9066439922251,40.6660714879552
"55271",-73.9066439922251,40.6660714879552
"55618",-73.9066439922251,40.6660714879552
"55677",-73.9066439922251,40.6660714879552
"55678",-73.9066439922251,40.6660714879552
"55722",-73.9066439922251,40.6660714879552
"55723",-73.9066439922251,40.6660714879552
"55725",-73.9066439922251,40.6660714879552
"124479",-73.9066439922251,40.6660714879552
"124480",-73.9066439922251,40.6660714879552
"124506",-73.9066439922251,40.6660714879552
"125606",-73.9066439922251,40.6660714879552
"125736",-73.9066439922251,40.6660714879552
"125737",-73.9066439922251,40.6660714879552
"125738",-73.9066439922251,40.6660714879552
"126270",-73.9066439922251,40.6660714879552
"164778",-73.9066439922251,40.6660714879552
"53769",-73.906582698385,40.666082417315
"53911",-73.9070333710389,40.6660141629192
