"","lon","lat"
"159312",-73.9419583132599,40.7987789011051
"11319",-73.9416189386061,40.7986250249458
"11320",-73.9416189386061,40.7986250249458
"11327",-73.9416189386061,40.7986250249458
"11353",-73.9416189386061,40.7986250249458
"11354",-73.9416189386061,40.7986250249458
"11356",-73.9416189386061,40.7986250249458
"11358",-73.9416189386061,40.7986250249458
"11377",-73.9416189386061,40.7986250249458
"11378",-73.9416189386061,40.7986250249458
"11399",-73.9416189386061,40.7986250249458
"11400",-73.9416189386061,40.7986250249458
"11401",-73.9416189386061,40.7986250249458
"11402",-73.9416189386061,40.7986250249458
"11403",-73.9416189386061,40.7986250249458
"11419",-73.9416189386061,40.7986250249458
"11468",-73.9416189386061,40.7986250249458
"11469",-73.9416189386061,40.7986250249458
"11470",-73.9416189386061,40.7986250249458
"11473",-73.9416189386061,40.7986250249458
"11484",-73.9416189386061,40.7986250249458
"11496",-73.9416189386061,40.7986250249458
"11497",-73.9416189386061,40.7986250249458
"11501",-73.9416189386061,40.7986250249458
"11503",-73.9416189386061,40.7986250249458
"11504",-73.9416189386061,40.7986250249458
"11505",-73.9416189386061,40.7986250249458
"11506",-73.9416189386061,40.7986250249458
"11529",-73.9416189386061,40.7986250249458
"11610",-73.9416189386061,40.7986250249458
"11635",-73.9416189386061,40.7986250249458
"11636",-73.9416189386061,40.7986250249458
"11651",-73.9416189386061,40.7986250249458
"11654",-73.9416189386061,40.7986250249458
"11671",-73.9416189386061,40.7986250249458
"11682",-73.9416189386061,40.7986250249458
"11689",-73.9416189386061,40.7986250249458
"11693",-73.9416189386061,40.7986250249458
"11694",-73.9416189386061,40.7986250249458
"11704",-73.9416189386061,40.7986250249458
"11705",-73.9416189386061,40.7986250249458
"11716",-73.9416189386061,40.7986250249458
"11717",-73.9416189386061,40.7986250249458
"11719",-73.9416189386061,40.7986250249458
"11757",-73.9416189386061,40.7986250249458
"11763",-73.9416189386061,40.7986250249458
"11775",-73.9416189386061,40.7986250249458
"11824",-73.9416189386061,40.7986250249458
"11825",-73.9416189386061,40.7986250249458
"11826",-73.9416189386061,40.7986250249458
