"","lon","lat"
"78136",-73.7975546440497,40.7001970620861
"140075",-73.7958560451765,40.6978253218068
"137686",-73.755895128411,40.6010237295764
"74197",-73.7552246296903,40.6021943363275
"77652",-73.7960032913992,40.6980259514254
"138036",-73.7555423822134,40.6009790628652
"77496",-73.7961505301157,40.69822932561
"76174",-73.7552246296903,40.6021943363275
"77497",-73.7961505301157,40.69822932561
"141504",-73.7961505301157,40.69822932561
"138202",-73.756068721831,40.5998355963427
"138632",-73.756068721831,40.5998355963427
"74217",-73.756068721831,40.5998355963427
"172176",-73.7563082329622,40.5993310597785
"140172",-73.801895176049,40.7019695038348
"74166",-73.7560071538863,40.6038730775083
"137725",-73.7560071538863,40.6038730775083
"138958",-73.7548084532755,40.6037305412913
"76021",-73.754147692393,40.6022441889311
"73730",-73.7537536127349,40.600711742476
"77384",-73.7984161140118,40.7027402339736
"77488",-73.7966611530383,40.6963500582194
"77378",-73.7984161140118,40.7027402339736
"79641",-73.7984161140118,40.7027402339736
"138894",-73.7539031368859,40.6031329831414
"138821",-73.7570858637175,40.6033428699642
"172203",-73.7999208696955,40.7024738717828
"77802",-73.7999208696955,40.7024738717828
"140627",-73.7999208696955,40.7024738717828
"160851",-73.7999208696955,40.7024738717828
"79265",-73.7999208696955,40.7024738717828
"79437",-73.7999208696955,40.7024738717828
"140318",-73.7999208696955,40.7024738717828
"141225",-73.7999208696955,40.7024738717828
"141294",-73.7999208696955,40.7024738717828
"77772",-73.7999208696955,40.7024738717828
"79316",-73.7999208696955,40.7024738717828
"78360",-73.7978606624331,40.6979935464523
"140936",-73.7999208696955,40.7024738717828
"140690",-73.7999208696955,40.7024738717828
"77346",-73.7991839703559,40.6968705054549
"171973",-73.7991839703559,40.6968705054549
"140899",-73.7985474582747,40.6974677539439
"74327",-73.7540677637473,40.5995019547714
"75286",-73.7531544515276,40.6030325644754
"75853",-73.7569896745221,40.6040453371945
"141571",-73.8000530040908,40.7029105202259
"79101",-73.8041613560633,40.6978589669026
"78170",-73.8041291382591,40.7014600546574
"74036",-73.7578317807888,40.6042090582688
