"","lon","lat"
"53552",-73.9125170488741,40.6652087538888
"53631",-73.9125170488741,40.6652087538888
"55049",-73.9125170488741,40.6652087538888
"55055",-73.9125170488741,40.6652087538888
"124335",-73.9125170488741,40.6652087538888
"124336",-73.9125170488741,40.6652087538888
"124337",-73.9125170488741,40.6652087538888
"124338",-73.9125170488741,40.6652087538888
"124455",-73.9125170488741,40.6652087538888
"125431",-73.9125170488741,40.6652087538888
"126337",-73.9125170488741,40.6652087538888
"54668",-73.9134235157079,40.6666614278514
"51293",-73.911558044249,40.6653507491205
"51433",-73.911558044249,40.6653507491205
"54867",-73.911558044249,40.6653507491205
"54868",-73.911558044249,40.6653507491205
"169349",-73.911558044249,40.6653507491205
"51395",-73.912122571287,40.6636713765872
"51550",-73.912122571287,40.6636713765872
"51864",-73.912122571287,40.6636713765872
"52832",-73.912122571287,40.6636713765872
"54519",-73.912122571287,40.6636713765872
"55048",-73.912122571287,40.6636713765872
"124861",-73.912122571287,40.6636713765872
"125068",-73.912122571287,40.6636713765872
"125551",-73.912122571287,40.6636713765872
"125555",-73.912122571287,40.6636713765872
"126254",-73.912122571287,40.6636713765872
"155837",-73.912122571287,40.6636713765872
"160560",-73.912122571287,40.6636713765872
"55398",-73.9114541163628,40.6648950357749
"51179",-73.9111671924187,40.6638133713397
"51180",-73.9111671924187,40.6638133713397
"51290",-73.9111671924187,40.6638133713397
"51292",-73.9111671924187,40.6638133713397
"51520",-73.9111671924187,40.6638133713397
"51552",-73.9111671924187,40.6638133713397
"51831",-73.9111671924187,40.6638133713397
"53115",-73.9111671924187,40.6638133713397
"53116",-73.9111671924187,40.6638133713397
"53117",-73.9111671924187,40.6638133713397
"53362",-73.9111671924187,40.6638133713397
"53784",-73.9111671924187,40.6638133713397
"53927",-73.9111671924187,40.6638133713397
"54032",-73.9111671924187,40.6638133713397
"54125",-73.9111671924187,40.6638133713397
"54425",-73.9111671924187,40.6638133713397
"54703",-73.9111671924187,40.6638133713397
"55231",-73.9111671924187,40.6638133713397
"55692",-73.9111671924187,40.6638133713397
