"","lon","lat"
"74592",-73.7533179192555,40.6065490131735
"74863",-73.7544185270777,40.6049785959372
"75332",-73.7544185270777,40.6049785959372
"75625",-73.7544185270777,40.6049785959372
"75720",-73.7544185270777,40.6049785959372
"76190",-73.7544185270777,40.6049785959372
"76191",-73.7544185270777,40.6049785959372
"137494",-73.7544185270777,40.6049785959372
"137789",-73.7544185270777,40.6049785959372
"137976",-73.7544185270777,40.6049785959372
"138181",-73.7544185270777,40.6049785959372
"138267",-73.7544185270777,40.6049785959372
"138420",-73.7544185270777,40.6049785959372
"139149",-73.7544185270777,40.6049785959372
"139150",-73.7544185270777,40.6049785959372
"139151",-73.7544185270777,40.6049785959372
"158025",-73.7544185270777,40.6049785959372
"166316",-73.7544185270777,40.6049785959372
"166317",-73.7544185270777,40.6049785959372
"166319",-73.7544185270777,40.6049785959372
"169531",-73.7544185270777,40.6049785959372
"170124",-73.7544185270777,40.6049785959372
"74751",-73.7545552051226,40.6050255496189
"137325",-73.7545552051226,40.6050255496189
"138443",-73.7545552051226,40.6050255496189
"167749",-73.7538774096197,40.6062043670191
"74170",-73.7537262330391,40.6061820847342
"74999",-73.7537262330391,40.6061820847342
"75030",-73.7537262330391,40.6061820847342
"75031",-73.7537262330391,40.6061820847342
"75529",-73.7537262330391,40.6061820847342
"75953",-73.7537262330391,40.6061820847342
"75959",-73.7537262330391,40.6061820847342
"76034",-73.7537262330391,40.6061820847342
"76066",-73.7537262330391,40.6061820847342
"76171",-73.7537262330391,40.6061820847342
"137532",-73.7537262330391,40.6061820847342
"138508",-73.7537262330391,40.6061820847342
"158508",-73.7537262330391,40.6061820847342
"161258",-73.7537262330391,40.6061820847342
"162983",-73.7537262330391,40.6061820847342
"167254",-73.7537262330391,40.6061820847342
"169664",-73.7537262330391,40.6061820847342
"169665",-73.7537262330391,40.6061820847342
"170141",-73.7537262330391,40.6061820847342
"172181",-73.7537262330391,40.6061820847342
"172661",-73.7537262330391,40.6061820847342
"172912",-73.7537262330391,40.6061820847342
"172913",-73.7537262330391,40.6061820847342
"172937",-73.7537262330391,40.6061820847342
